hogar_id,conglome,vivienda,hogar,ubigeo,factor_expansion_anual,target_pobreza_monetaria_bin,usa_combustible_limpio,usa_combustible_precario,dispositivo_servicio_digital_2,material_techo,nivel_educativo_jefe_ord,dispositivo_servicio_digital_3,piso_precario,ingreso_neto_total_hogar,num_habitaciones,acceso_internet_hogar_derivado,dispositivo_servicio_digital_1,material_pared,tam_hogar,num_ninos_0_5,num_ninos_6_16,num_miembros_afiliados_essalud,estrato_geografico,monto_juntos,acceso_desague_red,monto_bono_gas,monto_pension_65,num_miembros_sin_atencion_salud,acceso_agua_red,num_miembros_con_enfermedad_4_sem,monto_programa_contigo,agua_potable_reportada,tipo_vivienda,monto_otras_transferencias_publicas,monto_bono_electricidad,num_miembros_con_sintoma_4_sem
040509_015763_034_11,015763,034,11,040509,164.25964,0,1,0,pase,"planchas de calamina, fibra de cemento o similares",1.0,conexion movil prepago,0,14486.4892578125,3.0,1,pase,ladrillo o bloque de cemento,2,0,0,0, de 500 a 1 999 habitantes,0,1,308,1544,2,1,1,0,1,casa independiente,0,0,2
040509_015763_041_11,015763,041,11,040509,164.25964,0,0,1,pase,tejas,5.0,conexion movil prepago,0,21003.169921875,4.0,1,pase,ladrillo o bloque de cemento,4,1,0,0, de 500 a 1 999 habitantes,0,1,308,0,0,1,2,0,1,casa independiente,0,0,4
040509_015763_053_11,015763,053,11,040509,164.25964,1,1,0,,tejas,3.0,,0,4399.609375,1.0,0,,ladrillo o bloque de cemento,1,0,0,0, de 500 a 1 999 habitantes,0,1,308,1544,1,1,1,0,1,casa independiente,0,0,1
040509_015763_066_11,015763,066,11,040509,164.25964,0,0,1,conexion movil post pago control,otro material,5.0,pase,1,24849.916015625,2.0,1,pase,otro material,5,1,3,0, de 500 a 1 999 habitantes,0,1,308,0,4,1,2,0,1,casa independiente,0,0,2
040508_015778_001_11,015778,001,11,040508,164.25964,1,0,1,pase,"planchas de calamina, fibra de cemento o similares",3.0,conexion movil prepago,1,27510.078125,1.0,1,pase,adobe,6,1,2,0,area de empadronamiento rural (aer) compuesto,0,0,308,1544,4,0,3,0,0,casa independiente,267,0,6
040508_015778_003_11,015778,003,11,040508,164.25964,0,0,1,,"planchas de calamina, fibra de cemento o similares",1.0,,1,19699.04296875,1.0,0,,adobe,2,0,0,0,area de empadronamiento rural (aer) compuesto,0,0,308,3088,0,0,1,0,0,casa independiente,534,0,2
040508_015778_094_11,015778,094,11,040508,164.25964,0,0,1,,"planchas de calamina, fibra de cemento o similares",5.0,,1,13160.37890625,1.0,0,,ladrillo o bloque de cemento,2,0,0,0,area de empadronamiento rural (aer) compuesto,0,0,308,0,2,1,0,0,0,casa independiente,0,0,2
040508_015778_095_11,015778,095,11,040508,164.25964,0,0,1,pase,"planchas de calamina, fibra de cemento o similares",3.0,conexion movil prepago,1,20567.216796875,1.0,1,pase,adobe,4,0,2,0,area de empadronamiento rural (aer) compuesto,0,0,0,0,2,1,3,0,1,casa independiente,0,0,4
040508_015778_097_11,015778,097,11,040508,164.25964,0,0,1,pase,"planchas de calamina, fibra de cemento o similares",3.0,conexion movil prepago,1,21834.49609375,1.0,1,pase,adobe,4,1,0,3,area de empadronamiento rural (aer) compuesto,1235,0,0,0,2,1,1,0,0,casa independiente,0,0,2
040508_015778_098_11,015778,098,11,040508,164.25964,0,1,0,pase,"planchas de calamina, fibra de cemento o similares",3.0,conexion movil prepago,1,59882.25390625,2.0,1,pase,adobe,7,0,4,0,area de empadronamiento rural (aer) compuesto,0,0,0,0,6,1,3,0,0,casa independiente,0,0,6
040508_015778_099_11,015778,099,11,040508,164.25964,0,0,1,,"planchas de calamina, fibra de cemento o similares",3.0,,1,5643.333984375,1.0,0,,adobe,2,0,0,0,area de empadronamiento rural (aer) compuesto,0,0,0,1544,2,1,0,0,1,casa independiente,267,0,2
040508_015778_100_11,015778,100,11,040508,164.25964,0,1,0,,"planchas de calamina, fibra de cemento o similares",1.0,,1,8850.541015625,2.0,0,,adobe,1,0,0,0,area de empadronamiento rural (aer) compuesto,0,0,0,1544,1,1,0,0,1,casa independiente,267,0,1
040104_005488_025_11,005488,025,11,040104,212.44038,0,1,0,conexion movil post pago control,concreto armado,8.0,pase,0,71922.3828125,3.0,1,conexion fija,ladrillo o bloque de cemento,6,1,1,0, de 500 000 a más habitantes,0,1,0,0,3,1,2,0,1,casa independiente,213,0,4
040104_005488_036_11,005488,036,11,040104,212.44038,0,1,0,conexion movil post pago control,concreto armado,6.0,pase,0,37680.359375,2.0,1,conexion fija,ladrillo o bloque de cemento,3,0,0,1, de 500 000 a más habitantes,0,1,0,0,0,1,0,0,1,casa independiente,0,0,0
040104_005488_045_11,005488,045,11,040104,212.44038,0,1,0,pase,"planchas de calamina, fibra de cemento o similares",5.0,conexion movil prepago,0,18124.98046875,2.0,1,pase,piedra o sillar con cal o cemento,1,0,0,0, de 500 000 a más habitantes,0,1,0,0,0,1,0,0,1,casa independiente,0,0,0
040104_005488_067_11,005488,067,11,040104,212.44038,0,1,0,conexion movil post pago control,concreto armado,6.0,pase,0,61095.41796875,3.0,1,pase,ladrillo o bloque de cemento,5,1,0,1, de 500 000 a más habitantes,0,1,0,0,2,1,2,0,1,casa independiente,0,0,4
040702_005641_004_11,005641,004,11,040702,69.9455,0,1,0,conexion movil post pago control,concreto armado,6.0,conexion movil prepago,0,99559.140625,7.0,1,pase,ladrillo o bloque de cemento,4,0,0,3,de 2 000 a 19 999 habitantes,0,1,0,0,1,1,0,0,1,casa independiente,7594,0,2
040702_005641_016_11,005641,016,11,040702,69.9455,1,1,0,conexion movil post pago control,concreto armado,4.0,conexion movil prepago,0,36547.0078125,3.0,1,pase,ladrillo o bloque de cemento,3,0,0,1,de 2 000 a 19 999 habitantes,0,1,0,0,2,1,0,0,1,casa independiente,529,0,2
040702_005641_041_11,005641,041,11,040702,69.9455,0,1,0,pase,concreto armado,5.0,conexion movil prepago,0,3696.768310546875,2.0,1,pase,ladrillo o bloque de cemento,1,0,0,0,de 2 000 a 19 999 habitantes,0,1,0,0,1,1,0,0,1,casa independiente,0,0,1
040702_005641_076_11,005641,076,11,040702,69.9455,0,1,0,conexion movil post pago control,concreto armado,10.0,conexion movil prepago,0,53556.63671875,6.0,1,pase,ladrillo o bloque de cemento,6,1,1,1,de 2 000 a 19 999 habitantes,0,1,0,0,3,1,1,0,1,casa independiente,7996,0,3
040702_005641_097_11,005641,097,11,040702,69.9455,0,1,0,conexion movil post pago control,concreto armado,10.0,conexion movil prepago,0,90318.03125,3.0,1,pase,ladrillo o bloque de cemento,3,0,0,2,de 2 000 a 19 999 habitantes,0,1,0,0,1,1,0,0,1,casa independiente,533,0,0
040107_015533_015_11,015533,015,11,040107,1084.6404,0,1,0,pase,concreto armado,5.0,pase,0,28891.697265625,3.0,1,conexion fija,ladrillo o bloque de cemento,4,0,1,0, de 500 000 a más habitantes,0,1,0,0,2,1,1,0,1,vivienda en quinta,0,0,3
040107_015533_085_11,015533,085,11,040107,1084.6404,0,1,0,conexion movil post pago control,concreto armado,3.0,conexion movil prepago,0,39868.70703125,3.0,1,pase,ladrillo o bloque de cemento,2,0,0,0, de 500 000 a más habitantes,0,1,0,0,1,1,0,0,1,casa independiente,0,0,1
040107_015533_107_11,015533,107,11,040107,1084.6404,0,1,0,,"planchas de calamina, fibra de cemento o similares",5.0,,1,8978.1787109375,1.0,0,,piedra o sillar con cal o cemento,1,0,0,0, de 500 000 a más habitantes,0,1,0,0,0,1,0,0,1,casa independiente,0,0,0
040107_015533_120_11,015533,120,11,040107,1084.6404,1,1,0,pase,"planchas de calamina, fibra de cemento o similares",4.0,conexion movil prepago,0,25265.85546875,2.0,1,conexion fija,ladrillo o bloque de cemento,4,0,0,0, de 500 000 a más habitantes,0,1,0,0,3,1,1,0,1,casa independiente,0,0,2
040107_015533_137_11,015533,137,11,040107,1084.6404,0,1,0,conexion movil post pago control,concreto armado,1.0,conexion movil prepago,0,40656.96484375,2.0,1,pase,piedra o sillar con cal o cemento,4,0,1,1, de 500 000 a más habitantes,0,1,0,0,2,1,2,0,1,casa independiente,0,0,0
040107_015533_154_11,015533,154,11,040107,1084.6404,0,1,0,pase,concreto armado,10.0,conexion movil prepago,0,27285.23828125,1.0,1,pase,piedra o sillar con cal o cemento,4,2,0,0, de 500 000 a más habitantes,0,1,0,0,0,1,2,0,1,casa independiente,0,0,2
040104_015536_011_11,015536,011,11,040104,253.19136,0,1,0,conexion movil post pago control,concreto armado,10.0,pase,0,35565.6953125,3.0,1,pase,ladrillo o bloque de cemento,1,0,0,1, de 500 000 a más habitantes,0,1,0,0,0,1,0,0,1,casa independiente,22164,0,1
040104_015536_027_11,015536,027,11,040104,253.19136,0,1,0,pase,concreto armado,9.0,conexion movil prepago,0,179466.546875,6.0,1,conexion fija,ladrillo o bloque de cemento,7,0,2,7, de 500 000 a más habitantes,0,1,0,0,0,1,2,0,1,casa independiente,0,0,3
040104_015536_059_11,015536,059,11,040104,253.19136,0,1,0,conexion movil post pago control,concreto armado,6.0,pase,0,80272.0078125,5.0,1,conexion fija,ladrillo o bloque de cemento,4,0,0,4, de 500 000 a más habitantes,0,1,0,0,3,1,0,0,1,casa independiente,6766,0,3
040104_015536_075_11,015536,075,11,040104,253.19136,0,1,0,conexion movil post pago control,concreto armado,8.0,conexion movil prepago,0,47591.74609375,2.0,1,pase,ladrillo o bloque de cemento,4,1,1,0, de 500 000 a más habitantes,0,1,0,0,2,1,0,0,1,departamento en edificio,0,0,2
040104_015536_108_11,015536,108,11,040104,253.19136,0,1,0,pase,concreto armado,6.0,conexion movil prepago,0,34286.91796875,4.0,1,pase,ladrillo o bloque de cemento,2,0,0,2, de 500 000 a más habitantes,0,1,0,0,1,1,0,0,1,casa independiente,5536,0,2
040104_015536_141_11,015536,141,11,040104,253.19136,0,1,0,conexion movil post pago control,concreto armado,6.0,pase,0,32330.16796875,3.0,1,conexion fija,ladrillo o bloque de cemento,2,0,0,1, de 500 000 a más habitantes,0,1,0,0,0,1,0,0,1,departamento en edificio,0,0,0
040104_015536_157_11,015536,157,11,040104,253.19136,0,1,0,conexion movil post pago control,concreto armado,9.0,pase,0,39309.4765625,4.0,1,pase,piedra o sillar con cal o cemento,3,0,0,0, de 500 000 a más habitantes,0,1,0,0,2,1,0,0,1,casa independiente,0,0,3
040103_015557_018_11,015557,018,11,040103,286.62036,0,1,0,pase,"planchas de calamina, fibra de cemento o similares",6.0,conexion movil prepago,0,4188.71484375,1.0,1,pase,ladrillo o bloque de cemento,1,0,0,0, de 500 000 a más habitantes,0,0,0,0,1,0,1,0,0,casa independiente,0,0,1
040103_015557_036_11,015557,036,11,040103,286.62036,0,1,0,pase,"planchas de calamina, fibra de cemento o similares",4.0,conexion movil prepago,0,30287.93359375,1.0,1,pase,ladrillo o bloque de cemento,3,0,0,1, de 500 000 a más habitantes,0,1,0,0,2,1,1,0,1,casa independiente,0,0,2
040103_015557_067_11,015557,067,11,040103,286.62036,0,0,0,pase,concreto armado,6.0,pase,0,122.29792785644531,1.0,1,conexion fija,ladrillo o bloque de cemento,1,0,0,0, de 500 000 a más habitantes,0,1,0,0,0,1,0,0,1,casa independiente,0,0,0
040103_015557_082_11,015557,082,11,040103,286.62036,0,1,0,conexion movil post pago control,"planchas de calamina, fibra de cemento o similares",11.0,pase,0,49790.70703125,1.0,1,pase,ladrillo o bloque de cemento,2,0,0,1, de 500 000 a más habitantes,0,1,0,0,1,1,0,0,1,casa independiente,0,0,1
040103_015557_098_11,015557,098,11,040103,286.62036,0,1,0,conexion movil post pago control,"planchas de calamina, fibra de cemento o similares",8.0,pase,0,5260.3125,2.0,1,pase,ladrillo o bloque de cemento,3,1,1,1, de 500 000 a más habitantes,0,1,0,0,1,1,0,0,1,casa independiente,0,0,2
040103_015557_113_11,015557,113,11,040103,286.62036,0,1,0,conexion movil post pago control,"planchas de calamina, fibra de cemento o similares",10.0,pase,0,113982.546875,3.0,1,conexion fija,ladrillo o bloque de cemento,2,0,0,2, de 500 000 a más habitantes,0,1,0,0,1,1,0,0,1,casa independiente,0,0,1
040109_015568_006_11,015568,006,11,040109,286.62036,1,1,0,pase,"planchas de calamina, fibra de cemento o similares",6.0,conexion movil prepago,0,15643.548828125,3.0,1,pase,piedra o sillar con cal o cemento,6,2,1,0, de 500 000 a más habitantes,0,0,308,0,5,0,2,0,1,casa independiente,0,0,4
040109_015568_021_11,015568,021,11,040109,286.62036,0,0,1,pase,concreto armado,6.0,conexion movil prepago,0,34228.90625,3.0,1,pase,ladrillo o bloque de cemento,5,0,2,2, de 500 000 a más habitantes,0,0,0,0,2,0,0,0,1,casa independiente,0,0,2
040109_015568_065_11,015568,065,11,040109,286.62036,0,1,0,conexion movil post pago control,"planchas de calamina, fibra de cemento o similares",6.0,pase,0,12236.234375,1.0,1,pase,ladrillo o bloque de cemento,1,0,0,0, de 500 000 a más habitantes,0,0,0,0,1,0,0,0,1,casa independiente,0,0,1
040109_015568_079_11,015568,079,11,040109,286.62036,0,0,1,pase,"planchas de calamina, fibra de cemento o similares",4.0,conexion movil prepago,0,33237.31640625,2.0,1,pase,ladrillo o bloque de cemento,3,0,0,1, de 500 000 a más habitantes,0,1,308,0,1,0,0,0,1,"vivienda en casa de vecindad (callejon, solar o corralon)",0,0,1
040109_015568_093_11,015568,093,11,040109,286.62036,0,1,0,pase,"planchas de calamina, fibra de cemento o similares",6.0,conexion movil prepago,0,24966.958984375,1.0,1,pase,ladrillo o bloque de cemento,3,0,0,0, de 500 000 a más habitantes,0,1,0,0,1,1,0,0,1,casa independiente,0,0,2
040109_015568_122_11,015568,122,11,040109,286.62036,1,1,0,pase,concreto armado,6.0,conexion movil prepago,0,21044.072265625,3.0,1,conexion fija,ladrillo o bloque de cemento,5,0,3,0, de 500 000 a más habitantes,0,1,0,0,1,1,1,0,1,casa independiente,0,0,1
040103_015572_004_11,015572,004,11,040103,813.4802,0,1,0,conexion movil post pago control,concreto armado,5.0,pase,0,39321.91796875,5.0,1,pase,ladrillo o bloque de cemento,4,1,1,0, de 500 000 a más habitantes,0,1,0,0,1,1,0,0,1,casa independiente,0,0,1
040103_015572_017_11,015572,017,11,040103,813.4802,0,1,0,pase,concreto armado,10.0,pase,0,22655.37890625,3.0,1,conexion fija,ladrillo o bloque de cemento,4,0,2,4, de 500 000 a más habitantes,0,1,0,0,1,1,0,0,1,casa independiente,0,0,1
040103_015572_031_11,015572,031,11,040103,813.4802,0,1,0,conexion movil post pago control,concreto armado,6.0,conexion movil prepago,0,34648.89453125,4.0,1,pase,ladrillo o bloque de cemento,4,1,1,0, de 500 000 a más habitantes,0,1,0,0,4,1,4,0,1,departamento en edificio,0,0,2
040103_015572_044_11,015572,044,11,040103,813.4802,0,1,0,pase,concreto armado,6.0,pase,0,17833.318359375,3.0,1,conexion fija,ladrillo o bloque de cemento,2,0,0,2, de 500 000 a más habitantes,0,1,0,0,2,1,1,0,1,casa independiente,10489,0,1
040103_015572_058_11,015572,058,11,040103,813.4802,0,1,0,conexion movil post pago control,concreto armado,6.0,conexion movil prepago,0,84084.6796875,4.0,1,conexion fija,ladrillo o bloque de cemento,7,1,2,4, de 500 000 a más habitantes,0,1,0,0,3,1,2,0,1,casa independiente,581,0,5
040103_015572_086_11,015572,086,11,040103,813.4802,0,1,0,conexion movil post pago control,concreto armado,6.0,pase,0,55883.5,3.0,1,conexion fija,ladrillo o bloque de cemento,4,0,2,4, de 500 000 a más habitantes,0,1,0,0,1,1,1,0,1,casa independiente,0,0,1
040102_015587_003_11,015587,003,11,040102,286.62036,1,1,0,pase,concreto armado,6.0,conexion movil prepago,0,28190.8984375,3.0,1,pase,ladrillo o bloque de cemento,5,0,2,2, de 500 000 a más habitantes,0,1,0,0,2,1,0,0,1,casa independiente,0,0,2
040102_015587_016_11,015587,016,11,040102,286.62036,0,1,0,conexion movil post pago control,concreto armado,3.0,pase,0,22084.0,4.0,1,conexion fija,ladrillo o bloque de cemento,3,0,1,0, de 500 000 a más habitantes,0,1,0,0,0,1,1,0,1,casa independiente,0,0,2
040102_015587_029_11,015587,029,11,040102,286.62036,0,1,0,pase,concreto armado,3.0,conexion movil prepago,0,12609.2392578125,2.0,1,pase,ladrillo o bloque de cemento,3,0,1,0, de 500 000 a más habitantes,0,1,0,0,0,1,0,0,1,casa independiente,0,0,0
040102_015587_055_11,015587,055,11,040102,286.62036,0,1,0,pase,concreto armado,6.0,conexion movil prepago,0,56369.62890625,4.0,1,pase,ladrillo o bloque de cemento,4,1,1,3, de 500 000 a más habitantes,0,1,0,0,0,1,1,0,1,casa independiente,0,0,1
040102_015587_068_11,015587,068,11,040102,286.62036,0,1,0,conexion movil post pago control,"planchas de calamina, fibra de cemento o similares",6.0,pase,0,27705.681640625,1.0,1,pase,ladrillo o bloque de cemento,2,0,0,0, de 500 000 a más habitantes,0,1,0,0,1,1,0,0,1,casa independiente,0,0,0
040102_015587_081_11,015587,081,11,040102,286.62036,0,1,0,pase,concreto armado,3.0,conexion movil prepago,0,29912.55859375,2.0,1,pase,ladrillo o bloque de cemento,3,0,0,0, de 500 000 a más habitantes,0,1,0,0,3,1,0,0,1,casa independiente,0,0,3
040117_015605_003_11,015605,003,11,040117,253.19136,0,1,0,conexion movil post pago control,concreto armado,6.0,pase,0,75512.1484375,4.0,1,pase,ladrillo o bloque de cemento,6,1,0,1, de 500 000 a más habitantes,0,0,0,0,2,1,0,0,1,casa independiente,0,0,2
040117_015605_009_11,015605,009,11,040117,253.19136,0,1,0,conexion movil post pago control,concreto armado,6.0,pase,0,93633.0,4.0,1,conexion fija,ladrillo o bloque de cemento,7,1,1,0, de 500 000 a más habitantes,0,1,0,0,3,0,0,0,0,casa independiente,0,0,2
040117_015605_022_11,015605,022,11,040117,253.19136,0,1,0,pase,concreto armado,6.0,conexion movil prepago,0,18328.5625,4.0,1,pase,ladrillo o bloque de cemento,3,0,1,3, de 500 000 a más habitantes,0,1,0,0,2,0,0,0,0,casa independiente,0,0,2
040117_015605_064_11,015605,064,11,040117,253.19136,0,1,0,conexion movil post pago control,concreto armado,6.0,pase,0,84001.0,4.0,1,conexion fija,ladrillo o bloque de cemento,4,0,0,1, de 500 000 a más habitantes,0,1,0,0,2,1,0,0,1,casa independiente,30754,0,2
040117_015605_074_11,015605,074,11,040117,253.19136,0,1,0,conexion movil post pago control,concreto armado,10.0,pase,0,55699.3671875,7.0,1,conexion fija,ladrillo o bloque de cemento,3,0,0,1, de 500 000 a más habitantes,0,1,0,0,1,1,0,0,1,casa independiente,959,0,1
040117_015605_078_11,015605,078,11,040117,253.19136,0,1,0,conexion movil post pago control,concreto armado,8.0,pase,0,54430.8984375,3.0,1,conexion fija,piedra o sillar con cal o cemento,4,0,2,3, de 500 000 a más habitantes,0,1,0,0,0,1,1,0,1,casa independiente,0,0,1
040117_015605_091_11,015605,091,11,040117,253.19136,0,1,0,conexion movil post pago control,concreto armado,7.0,pase,0,64752.90234375,5.0,1,conexion fija,ladrillo o bloque de cemento,6,0,2,2, de 500 000 a más habitantes,0,1,0,0,3,1,1,0,1,casa independiente,7381,0,3
040122_015616_010_11,015616,010,11,040122,208.97969,1,1,0,conexion movil post pago control,"planchas de calamina, fibra de cemento o similares",10.0,pase,0,15942.51171875,5.0,1,conexion fija,ladrillo o bloque de cemento,4,0,1,1, de 500 000 a más habitantes,0,1,0,0,3,1,0,0,1,casa independiente,0,0,3
040122_015616_042_11,015616,042,11,040122,208.97969,0,1,0,conexion movil post pago control,concreto armado,10.0,pase,0,158970.84375,5.0,1,conexion fija,ladrillo o bloque de cemento,3,0,0,3, de 500 000 a más habitantes,0,1,0,0,1,1,0,0,1,casa independiente,15992,0,1
040122_015616_077_11,015616,077,11,040122,208.97969,0,1,0,conexion movil post pago control,concreto armado,5.0,pase,0,76195.9375,7.0,1,conexion fija,ladrillo o bloque de cemento,5,0,0,4, de 500 000 a más habitantes,0,1,0,0,1,1,1,0,1,casa independiente,18452,0,1
040122_015616_087_11,015616,087,11,040122,208.97969,0,1,0,conexion movil post pago control,concreto armado,8.0,pase,0,123467.1015625,7.0,1,conexion fija,ladrillo o bloque de cemento,4,0,1,0, de 500 000 a más habitantes,0,1,0,0,1,1,0,0,1,casa independiente,0,0,1
040122_015616_106_11,015616,106,11,040122,208.97969,0,1,0,conexion movil post pago control,concreto armado,10.0,pase,0,103897.421875,5.0,1,conexion fija,ladrillo o bloque de cemento,3,0,0,2, de 500 000 a más habitantes,0,1,0,0,1,1,0,0,1,casa independiente,0,0,1
040126_015636_081_11,015636,081,11,040126,208.97969,0,1,0,pase,concreto armado,10.0,conexion movil prepago,0,77015.4921875,5.0,1,conexion fija,ladrillo o bloque de cemento,3,0,0,2, de 500 000 a más habitantes,0,1,0,0,3,1,1,0,1,casa independiente,0,0,3
040126_015636_113_11,015636,113,11,040126,208.97969,0,1,0,conexion movil post pago control,concreto armado,11.0,pase,0,136147.875,3.0,1,conexion fija,ladrillo o bloque de cemento,3,1,0,3, de 500 000 a más habitantes,0,1,0,0,1,1,1,0,1,departamento en edificio,581,0,1
040126_015636_176_11,015636,176,11,040126,208.97969,0,1,0,conexion movil post pago control,concreto armado,8.0,pase,0,42761.890625,4.0,1,pase,ladrillo o bloque de cemento,1,0,0,1, de 500 000 a más habitantes,0,1,0,0,0,1,0,0,1,departamento en edificio,12196,0,1
040126_015636_239_11,015636,239,11,040126,208.97969,0,1,0,conexion movil post pago control,concreto armado,6.0,pase,0,157999.515625,6.0,1,conexion fija,ladrillo o bloque de cemento,3,0,0,2, de 500 000 a más habitantes,0,1,0,0,0,1,0,0,1,casa independiente,529,0,0
040126_015636_270_11,015636,270,11,040126,208.97969,0,1,0,conexion movil post pago control,concreto armado,11.0,pase,0,115935.484375,7.0,1,conexion fija,ladrillo o bloque de cemento,3,0,2,2, de 500 000 a más habitantes,0,1,0,0,1,1,0,0,1,casa independiente,0,0,2
040126_015636_334_11,015636,334,11,040126,208.97969,0,1,0,conexion movil post pago control,concreto armado,10.0,pase,0,35870.02734375,4.0,1,conexion fija,ladrillo o bloque de cemento,3,1,0,3, de 500 000 a más habitantes,0,1,0,0,1,1,1,0,1,casa independiente,0,0,1
040107_015652_012_11,015652,012,11,040107,253.19136,0,1,0,conexion movil post pago control,concreto armado,6.0,pase,0,112830.8046875,8.0,1,conexion fija,ladrillo o bloque de cemento,5,0,0,4, de 500 000 a más habitantes,0,1,0,0,2,1,1,0,1,casa independiente,0,0,2
040107_015652_029_11,015652,029,11,040107,253.19136,0,1,0,conexion movil post pago control,concreto armado,8.0,pase,0,93929.4140625,4.0,1,pase,ladrillo o bloque de cemento,5,0,0,1, de 500 000 a más habitantes,0,1,0,0,2,1,2,0,1,departamento en edificio,5610,0,2
040107_015652_046_11,015652,046,11,040107,253.19136,0,1,0,conexion movil post pago control,concreto armado,9.0,pase,0,82598.546875,6.0,1,conexion fija,ladrillo o bloque de cemento,6,1,1,5, de 500 000 a más habitantes,0,1,0,0,3,1,3,0,1,casa independiente,3293,0,5
040107_015652_064_11,015652,064,11,040107,253.19136,0,1,0,conexion movil post pago control,concreto armado,10.0,pase,0,70201.0,7.0,1,conexion fija,ladrillo o bloque de cemento,3,0,1,2, de 500 000 a más habitantes,0,1,0,0,1,1,0,0,1,casa independiente,0,0,1
040107_015652_098_11,015652,098,11,040107,253.19136,0,1,0,pase,"planchas de calamina, fibra de cemento o similares",8.0,pase,0,64249.19921875,3.0,1,conexion fija,ladrillo o bloque de cemento,5,0,0,0, de 500 000 a más habitantes,0,1,0,0,1,1,0,0,1,casa independiente,0,0,1
040107_015652_115_11,015652,115,11,040107,253.19136,0,1,0,conexion movil post pago control,concreto armado,11.0,pase,0,41360.8671875,5.0,1,conexion fija,ladrillo o bloque de cemento,2,0,0,0, de 500 000 a más habitantes,0,1,0,0,1,1,0,0,1,casa independiente,0,0,1
040204_015679_020_11,015679,020,11,040204,179.28735,0,1,0,conexion movil post pago control,concreto armado,6.0,pase,0,17047.80078125,3.0,1,pase,ladrillo o bloque de cemento,3,0,1,0, de 20 000 a 49 999 habitantes,0,1,0,0,2,1,0,0,1,casa independiente,0,0,2
040204_015679_034_11,015679,034,11,040204,179.28735,0,1,0,,concreto armado,5.0,,0,21412.50390625,3.0,0,,ladrillo o bloque de cemento,2,0,1,0, de 20 000 a 49 999 habitantes,0,1,0,0,2,1,0,0,1,casa independiente,0,0,2
040204_015679_048_11,015679,048,11,040204,179.28735,0,1,0,pase,concreto armado,6.0,conexion movil prepago,0,30243.4453125,2.0,1,pase,ladrillo o bloque de cemento,3,0,1,0, de 20 000 a 49 999 habitantes,0,1,0,0,1,1,0,0,1,casa independiente,0,0,2
040204_015679_062_11,015679,062,11,040204,179.28735,0,1,0,conexion movil post pago control,concreto armado,6.0,conexion movil prepago,0,33034.7421875,4.0,1,pase,ladrillo o bloque de cemento,3,0,0,0, de 20 000 a 49 999 habitantes,0,1,0,0,2,1,0,0,1,casa independiente,0,0,2
040204_015679_076_11,015679,076,11,040204,179.28735,1,1,0,conexion movil post pago control,"planchas de calamina, fibra de cemento o similares",6.0,conexion movil prepago,0,20322.353515625,3.0,1,pase,"madera (pona, tornillo, etc)",4,1,0,0, de 20 000 a 49 999 habitantes,0,1,0,0,3,1,0,0,1,casa independiente,0,0,3
040204_015679_090_11,015679,090,11,040204,179.28735,0,1,0,conexion movil post pago control,"planchas de calamina, fibra de cemento o similares",3.0,pase,0,27799.37109375,3.0,1,pase,"madera (pona, tornillo, etc)",3,0,0,0, de 20 000 a 49 999 habitantes,0,1,0,0,2,1,0,0,1,casa independiente,0,0,2
040108_015681_004_11,015681,004,11,040108,179.28735,0,1,0,pase,concreto armado,6.0,conexion movil prepago,0,43932.9453125,2.0,1,pase,ladrillo o bloque de cemento,3,1,0,2, de 20 000 a 49 999 habitantes,0,0,0,0,1,0,0,0,1,casa independiente,0,0,1
040108_015681_046_11,015681,046,11,040108,179.28735,1,1,0,pase,"planchas de calamina, fibra de cemento o similares",3.0,conexion movil prepago,1,11285.0693359375,2.0,1,pase,triplay/calamina/estera,5,0,4,0, de 20 000 a 49 999 habitantes,0,0,0,0,3,0,0,0,1,casa independiente,0,0,3
040108_015681_060_11,015681,060,11,040108,179.28735,1,1,0,pase,"planchas de calamina, fibra de cemento o similares",6.0,conexion movil prepago,0,18762.0,2.0,1,pase,ladrillo o bloque de cemento,4,2,0,4, de 20 000 a 49 999 habitantes,0,0,0,0,0,0,0,0,1,casa independiente,0,0,0
040108_015681_075_11,015681,075,11,040108,179.28735,0,1,0,conexion movil post pago control,"planchas de calamina, fibra de cemento o similares",6.0,conexion movil prepago,1,33440.69140625,2.0,1,pase,ladrillo o bloque de cemento,4,1,1,0, de 20 000 a 49 999 habitantes,0,0,0,0,2,0,0,0,1,casa independiente,0,0,1
040108_015681_104_11,015681,104,11,040108,179.28735,0,0,1,pase,concreto armado,5.0,conexion movil prepago,0,29961.298828125,4.0,1,conexion fija,ladrillo o bloque de cemento,4,0,1,1, de 20 000 a 49 999 habitantes,0,0,0,0,0,0,0,0,1,casa independiente,0,0,1
040108_015681_118_11,015681,118,11,040108,179.28735,0,1,0,pase,concreto armado,6.0,conexion movil prepago,0,40873.0,6.0,1,conexion fija,ladrillo o bloque de cemento,5,1,2,4, de 20 000 a 49 999 habitantes,0,0,0,0,1,0,1,0,1,casa independiente,0,0,2
040202_015692_006_11,015692,006,11,040202,179.28735,0,1,0,pase,"planchas de calamina, fibra de cemento o similares",7.0,conexion movil prepago,0,26518.65625,2.0,1,conexion fija,otro material,2,0,1,1, de 20 000 a 49 999 habitantes,0,0,0,0,2,1,1,0,1,casa independiente,0,0,2
